signature,model,rank,gene,weight,meta_p,meta_FDR
Core_CAF_interaction_positive_top200,Core_CAF_interaction,57,PRRC1,2.66216602904513,0.00776395722025001,0.463575387484947
Core_CAF_interaction_positive_top200,Core_CAF_interaction,58,ENC1,2.65948114027836,0.00782611114574749,0.463575387484947
Core_CAF_interaction_positive_top200,Core_CAF_interaction,59,TNPO1,2.65753758838147,0.00787138121245416,0.463959399872444
Core_CAF_interaction_positive_top200,Core_CAF_interaction,60,STAMBPL1,2.65254052679278,0.00798885369075975,0.463959399872444
Core_CAF_interaction_positive_top200,Core_CAF_interaction,61,SHARPIN,2.64859013728147,0.0080828291559057,0.463959399872444
Core_CAF_interaction_positive_top200,Core_CAF_interaction,62,UAP1,2.6398674276991,0.00829384641284447,0.463959399872444
Core_CAF_interaction_positive_top200,Core_CAF_interaction,63,DACT1,2.63945715619498,0.00830389185813788,0.463959399872444
Core_CAF_interaction_positive_top200,Core_CAF_interaction,64,KDELR1,2.63375488100567,0.00844464274843866,0.466717309043172
Core_CAF_interaction_positive_top200,Core_CAF_interaction,65,COX15,2.62791854059874,0.00859090853003552,0.468925786922279
Core_CAF_interaction_positive_top200,Core_CAF_interaction,66,FANCF,2.62615257965874,0.00863560979321366,0.468925786922279
Core_CAF_interaction_positive_top200,Core_CAF_interaction,67,HNRNPF,2.62420744105988,0.00868508704704091,0.469525666560553
Core_CAF_interaction_positive_top200,Core_CAF_interaction,68,CANT1,2.62086425153321,0.00877071782982531,0.470049726117911
Core_CAF_interaction_positive_top200,Core_CAF_interaction,69,BBS4,2.60732503448844,0.00912526929791877,0.482781341488181
Core_CAF_interaction_positive_top200,Core_CAF_interaction,70,PTPMT1,2.60447363284286,0.00920155006969119,0.483664281466045
Core_CAF_interaction_positive_top200,Core_CAF_interaction,71,DOCK1,2.60378362295215,0.00922009454167904,0.483664281466045
Core_CAF_interaction_positive_top200,Core_CAF_interaction,72,DPP4,2.59686856900927,0.00940779141191977,0.487315722508647
Core_CAF_interaction_positive_top200,Core_CAF_interaction,73,CSNK2A1,2.59293203215572,0.00951615750102923,0.490875124428091
Core_CAF_interaction_positive_top200,Core_CAF_interaction,74,PEX2,2.58136203360752,0.00984113183683421,0.495286726447627
Core_CAF_interaction_positive_top200,Core_CAF_interaction,75,ZNF16,2.58014700086827,0.00987582658610654,0.495286726447627
Core_CAF_interaction_positive_top200,Core_CAF_interaction,76,SEC23IP,2.5764819420928,0.00998114188556311,0.495286726447627
Core_CAF_interaction_positive_top200,Core_CAF_interaction,77,PICALM,2.57558589988744,0.0100070413158266,0.495286726447627
Core_CAF_interaction_positive_top200,Core_CAF_interaction,78,VPS4A,2.57558586135712,0.0100070424308025,0.495286726447627
Core_CAF_interaction_positive_top200,Core_CAF_interaction,79,PLEKHA1,2.56437651021548,0.0103361352956794,0.496129165503022
Core_CAF_interaction_positive_top200,Core_CAF_interaction,80,EIF3A,2.56208491231631,0.0104045876983588,0.496129165503022
Core_CAF_interaction_positive_top200,Core_CAF_interaction,81,EIF2B2,2.56173144458625,0.0104151819770905,0.496129165503022
Core_CAF_interaction_positive_top200,Core_CAF_interaction,82,MICAL2,2.56082295193572,0.0104424557405194,0.496129165503022
Core_CAF_interaction_positive_top200,Core_CAF_interaction,83,PTDSS1,2.56027339476405,0.0104589847676406,0.496129165503022
Core_CAF_interaction_positive_top200,Core_CAF_interaction,84,MINPP1,2.55948785061955,0.0104826519894367,0.496129165503022
Core_CAF_interaction_positive_top200,Core_CAF_interaction,85,SLC25A6,2.55553841450066,0.0106023657577977,0.496129165503022
Core_CAF_interaction_positive_top200,Core_CAF_interaction,86,DCXR,2.55032700323233,0.0107621921468824,0.496654974063085
Core_CAF_interaction_positive_top200,Core_CAF_interaction,87,HSP90AB1,2.54558914040769,0.0109093506190974,0.496654974063085
Core_CAF_interaction_positive_top200,Core_CAF_interaction,88,UFC1,2.53561411325362,0.0112250349976277,0.498172756629238
Core_CAF_interaction_positive_top200,Core_CAF_interaction,89,RPL8,2.53083067480913,0.0113792767003091,0.498172756629238
Core_CAF_interaction_positive_top200,Core_CAF_interaction,90,ECI2,2.52666864938071,0.0115150086836783,0.498172756629238
Core_CAF_interaction_positive_top200,Core_CAF_interaction,91,PAFAH1B2,2.52322643598748,0.0116283497123004,0.498172756629238
Core_CAF_interaction_positive_top200,Core_CAF_interaction,92,MICU1,2.52240339183022,0.0116555961042579,0.498172756629238
Core_CAF_interaction_positive_top200,Core_CAF_interaction,93,LIF,2.5210774352702,0.0116996102507454,0.498172756629238
Core_CAF_interaction_positive_top200,Core_CAF_interaction,94,PDGFA,2.51626896097061,0.0118604633586611,0.498172756629238
Core_CAF_interaction_positive_top200,Core_CAF_interaction,95,NT5C,2.51445754852263,0.01192156540773,0.498172756629238
Core_CAF_interaction_positive_top200,Core_CAF_interaction,96,GTF2A2,2.51419479418778,0.0119304517020197,0.498172756629238
Core_CAF_interaction_positive_top200,Core_CAF_interaction,97,PCBD1,2.509917035468,0.0120759529588491,0.498172756629238
Core_CAF_interaction_positive_top200,Core_CAF_interaction,98,SLC38A10,2.50178101664154,0.012357033088936,0.501573998823041
Core_CAF_interaction_positive_top200,Core_CAF_interaction,99,IDE,2.49880426041188,0.0124613119242554,0.50251153622893
Core_CAF_interaction_positive_top200,Core_CAF_interaction,100,ZNF7,2.49594905484975,0.0125620641670329,0.504929722038531
Core_CAF_interaction_positive_top200,Core_CAF_interaction,101,CHORDC1,2.49454469923126,0.0126118840634244,0.5052916657126
Core_CAF_interaction_positive_top200,Core_CAF_interaction,102,TIMP1,2.49172132619772,0.0127125735942695,0.505665925586955
Core_CAF_interaction_positive_top200,Core_CAF_interaction,103,FKBP10,2.49085081695555,0.0127437616141462,0.505665925586955
Core_CAF_interaction_positive_top200,Core_CAF_interaction,104,RAB2A,2.47941491429369,0.0131598123496521,0.508338729822361
Core_CAF_interaction_positive_top200,Core_CAF_interaction,105,IER3,2.47810271644556,0.0132083114448012,0.508338729822361
Core_CAF_interaction_positive_top200,Core_CAF_interaction,106,CCNH,2.4751966693736,0.0133162824418629,0.508338729822361
Core_CAF_interaction_positive_top200,Core_CAF_interaction,107,ZBED4,2.4722371631408,0.0134270407634824,0.508338729822361
Core_CAF_interaction_positive_top200,Core_CAF_interaction,108,RNF139,2.46580054689638,0.0136707433671058,0.509770490616777
Core_CAF_interaction_positive_top200,Core_CAF_interaction,109,NDUFAF7,2.46022837323285,0.013884863149278,0.512150317227942
Core_CAF_interaction_positive_top200,Core_CAF_interaction,110,NAT2,2.45781351738086,0.0139785738837278,0.513284792027546
Core_CAF_interaction_positive_top200,Core_CAF_interaction,111,PUF60,2.45691067097937,0.0140137528033369,0.513284792027546
Core_CAF_interaction_positive_top200,Core_CAF_interaction,112,HEPH,2.45040597285234,0.0142695226238478,0.517470453238941
Core_CAF_interaction_positive_top200,Core_CAF_interaction,113,GSTO1,2.44870643521423,0.0143370246737445,0.517470453238941
Core_CAF_interaction_positive_top200,Core_CAF_interaction,114,AZIN1,2.446646106547,0.0144192341651725,0.518924764432663
Core_CAF_interaction_positive_top200,Core_CAF_interaction,115,DCPS,2.443850975276,0.0145314275918597,0.521446590107893
Core_CAF_interaction_positive_top200,Core_CAF_interaction,116,ATG12,2.43673476088893,0.0148205458023482,0.52484069947385
Core_CAF_interaction_positive_top200,Core_CAF_interaction,117,HSD17B12,2.4254868446137,0.0152878698150694,0.53239983267598
Core_CAF_interaction_positive_top200,Core_CAF_interaction,118,WNT5B,2.42336756040924,0.0153773591630578,0.53239983267598
Core_CAF_interaction_positive_top200,Core_CAF_interaction,119,TMEM214,2.41962541863458,0.0155365020174819,0.53239983267598
Core_CAF_interaction_positive_top200,Core_CAF_interaction,120,LGALS3,2.41567987609826,0.0157058628220142,0.535643475858227
Core_CAF_interaction_positive_top200,Core_CAF_interaction,121,P4HA1,2.41325331043671,0.0158108268389884,0.537741857875485
Core_CAF_interaction_positive_top200,Core_CAF_interaction,122,TSPYL1,2.40982792246529,0.0159600461261316,0.537861423303312
Core_CAF_interaction_positive_top200,Core_CAF_interaction,123,SLC39A14,2.40895162430982,0.0159984184188056,0.537861423303312
Core_CAF_interaction_positive_top200,Core_CAF_interaction,124,STK16,2.40819598420002,0.0160315723100906,0.537861423303312
Core_CAF_interaction_positive_top200,Core_CAF_interaction,125,RHOC,2.39609783150596,0.0165706668237242,0.541848816993447
Core_CAF_interaction_positive_top200,Core_CAF_interaction,126,CALU,2.3910858117026,0.0167986260909242,0.544420377871563
Core_CAF_interaction_positive_top200,Core_CAF_interaction,127,PPA1,2.39040090244327,0.0168299903249894,0.544420377871563
Core_CAF_interaction_positive_top200,Core_CAF_interaction,128,DERL1,2.38742621402252,0.0169668082419302,0.544420377871563
Core_CAF_interaction_positive_top200,Core_CAF_interaction,129,ENPEP,2.38431635986214,0.0171108856555355,0.544420377871563
Core_CAF_interaction_positive_top200,Core_CAF_interaction,130,SNAP23,2.38323083192557,0.0171614295584943,0.544420377871563
Core_CAF_interaction_positive_top200,Core_CAF_interaction,131,CAMK2N1,2.38219349780975,0.0172098518161882,0.544420377871563
Core_CAF_interaction_positive_top200,Core_CAF_interaction,132,HACD3,2.37656474741362,0.0174746942443501,0.546304835214784
Core_CAF_interaction_positive_top200,Core_CAF_interaction,133,LAMB1,2.37397361985227,0.0175978077217309,0.547015368165447
Core_CAF_interaction_positive_top200,Core_CAF_interaction,134,NPM3,2.37118677697757,0.0177310682930481,0.547015368165447
Core_CAF_interaction_positive_top200,Core_CAF_interaction,135,DLC1,2.370627347578,0.0177579252769058,0.547015368165447
Core_CAF_interaction_positive_top200,Core_CAF_interaction,136,MFF,2.36771837228995,0.0178981542231429,0.547015368165447
Core_CAF_interaction_positive_top200,Core_CAF_interaction,137,RABEPK,2.36733506019784,0.0179167041680441,0.547015368165447
Core_CAF_interaction_positive_top200,Core_CAF_interaction,138,KIF26B,2.36709686712637,0.0179282397289675,0.547015368165447
Core_CAF_interaction_positive_top200,Core_CAF_interaction,139,POLR2C,2.36644832291421,0.0179596813538175,0.547015368165447
Core_CAF_interaction_positive_top200,Core_CAF_interaction,140,EDEM3,2.36345953828893,0.0181052035918803,0.547015368165447
Core_CAF_interaction_positive_top200,Core_CAF_interaction,141,DDX10,2.36323827229629,0.0181160178471594,0.547015368165447
Core_CAF_interaction_positive_top200,Core_CAF_interaction,142,UQCR11,2.35330926427161,0.0186071511858552,0.555304592332515
Core_CAF_interaction_positive_top200,Core_CAF_interaction,143,GLRX2,2.35208830254265,0.0186683426237435,0.555304592332515
Core_CAF_interaction_positive_top200,Core_CAF_interaction,144,SFTPC,2.34799138737401,0.0188749577451082,0.555304592332515
Core_CAF_interaction_positive_top200,Core_CAF_interaction,145,SMC3,2.34540327625554,0.0190065093638301,0.555304592332515
Core_CAF_interaction_positive_top200,Core_CAF_interaction,146,KLHL35,2.34465803247454,0.0190445378590984,0.555304592332515
Core_CAF_interaction_positive_top200,Core_CAF_interaction,147,IPO7,2.3445113711962,0.0190520295583284,0.555304592332515
Core_CAF_interaction_positive_top200,Core_CAF_interaction,148,OPLAH,2.32653021931336,0.0199902822770551,0.555900965153243
Core_CAF_interaction_positive_top200,Core_CAF_interaction,149,TCF12,2.32607663288035,0.0200144628783519,0.555900965153243
Core_CAF_interaction_positive_top200,Core_CAF_interaction,150,PSMD1,2.32517584127565,0.0200625596009062,0.555900965153243
Core_CAF_interaction_positive_top200,Core_CAF_interaction,151,RB1CC1,2.32421100148627,0.0201141879608425,0.555900965153243
Core_CAF_interaction_positive_top200,Core_CAF_interaction,152,ST13,2.32158655923703,0.0202552083117973,0.555900965153243
Core_CAF_interaction_positive_top200,Core_CAF_interaction,153,HTN3,2.31964847395194,0.0203599013164876,0.555900965153243
Core_CAF_interaction_positive_top200,Core_CAF_interaction,154,SCAMP4,2.3195804888506,0.0203635823426445,0.555900965153243
Core_CAF_interaction_positive_top200,Core_CAF_interaction,155,DYNC1I2,2.3186505400467,0.0204139923621738,0.555900965153243
Core_CAF_interaction_positive_top200,Core_CAF_interaction,156,BUB3,2.31577203587176,0.0205707188442811,0.555900965153243
Core_CAF_interaction_positive_top200,Core_CAF_interaction,157,MPST,2.31553237460986,0.0205838149198129,0.555900965153243
Core_CAF_interaction_positive_top200,Core_CAF_interaction,158,TRAPPC9,2.31427313294617,0.0206527445767673,0.555900965153243
Core_CAF_interaction_positive_top200,Core_CAF_interaction,159,YY1,2.3128214134611,0.0207324599552265,0.555900965153243
Core_CAF_interaction_positive_top200,Core_CAF_interaction,160,COMMD10,2.31238489636728,0.0207564819423583,0.555900965153243
Core_CAF_interaction_positive_top200,Core_CAF_interaction,161,SEC24D,2.31171872394541,0.0207931888688503,0.555900965153243
Core_CAF_interaction_positive_top200,Core_CAF_interaction,162,MMD,2.30935193858945,0.0209240597013061,0.555900965153243
Core_CAF_interaction_positive_top200,Core_CAF_interaction,163,BTBD1,2.30902722307695,0.0209420706504569,0.555900965153243
Core_CAF_interaction_positive_top200,Core_CAF_interaction,164,SLC12A2,2.30557435903946,0.0211344273861318,0.555900965153243
Core_CAF_interaction_positive_top200,Core_CAF_interaction,165,BCCIP,2.30497362756489,0.0211680504634813,0.555900965153243
Core_CAF_interaction_positive_top200,Core_CAF_interaction,166,IVNS1ABP,2.30339644191923,0.0212565477647704,0.555900965153243
Core_CAF_interaction_positive_top200,Core_CAF_interaction,167,HSP90AA1,2.30210954947901,0.0213289950280929,0.555900965153243
Core_CAF_interaction_positive_top200,Core_CAF_interaction,168,TNFRSF10D,2.29426876157246,0.0217750657569998,0.562787712049388
Core_CAF_interaction_positive_top200,Core_CAF_interaction,169,FABP2,2.28878047571451,0.0220921104336091,0.565512846524377
Core_CAF_interaction_positive_top200,Core_CAF_interaction,170,TBC1D12,2.28523831954338,0.0222988574236047,0.565512846524377
Core_CAF_interaction_positive_top200,Core_CAF_interaction,171,ZBED1,2.28395770964618,0.0223740164797968,0.565512846524377
Core_CAF_interaction_positive_top200,Core_CAF_interaction,172,LYPLA1,2.28314601473642,0.0224217688523207,0.565512846524377
Core_CAF_interaction_positive_top200,Core_CAF_interaction,173,LAMC3,2.28143839851282,0.0225225180216751,0.565512846524377
Core_CAF_interaction_positive_top200,Core_CAF_interaction,174,MAFG,2.27999402399397,0.022608042911476,0.565512846524377
Core_CAF_interaction_positive_top200,Core_CAF_interaction,175,SLC35A3,2.27685980463012,0.0227945988581436,0.565512846524377
Core_CAF_interaction_positive_top200,Core_CAF_interaction,176,DNPH1,2.27621380049763,0.0228332163261904,0.565512846524377
Core_CAF_interaction_positive_top200,Core_CAF_interaction,177,WDR45B,2.27453192017948,0.0229340241526867,0.565512846524377
Core_CAF_interaction_positive_top200,Core_CAF_interaction,178,FOLH1,2.27422117630732,0.0229526916394197,0.565512846524377
Core_CAF_interaction_positive_top200,Core_CAF_interaction,179,SEC63,2.27346446771691,0.0229982050209981,0.565512846524377
Core_CAF_interaction_positive_top200,Core_CAF_interaction,180,SAP18,2.27175484573999,0.0231013215179608,0.565512846524377
Core_CAF_interaction_positive_top200,Core_CAF_interaction,181,PPA2,2.26984942380554,0.023216720653082,0.565512846524377
Core_CAF_interaction_positive_top200,Core_CAF_interaction,182,GTF2F2,2.2697732231758,0.0232213460244027,0.565512846524377
Core_CAF_interaction_positive_top200,Core_CAF_interaction,183,GPR3,2.26727660542125,0.0233733336759097,0.5662658921874
Core_CAF_interaction_positive_top200,Core_CAF_interaction,184,SDF4,2.26600178112292,0.0234512741945439,0.567044481500886
Core_CAF_interaction_positive_top200,Core_CAF_interaction,185,ISG20L2,2.25215377472825,0.0243125560333084,0.57846310999063
Core_CAF_interaction_positive_top200,Core_CAF_interaction,186,ATG16L1,2.24500871753315,0.0247675729329566,0.581826476110063
Core_CAF_interaction_positive_top200,Core_CAF_interaction,187,SERPIND1,2.24357697401127,0.0248596321496786,0.58188976174658
Core_CAF_interaction_positive_top200,Core_CAF_interaction,188,ITFG1,2.23718765446972,0.0252740778977516,0.584737327540583
Core_CAF_interaction_positive_top200,Core_CAF_interaction,189,DOK4,2.23552842969385,0.0253826773354697,0.584737327540583
Core_CAF_interaction_positive_top200,Core_CAF_interaction,190,ACAN,2.23437707242783,0.0254582729841982,0.584737327540583
Core_CAF_interaction_positive_top200,Core_CAF_interaction,191,PGRMC2,2.23340911539241,0.0255219776194618,0.58511496838692
Core_CAF_interaction_positive_top200,Core_CAF_interaction,192,JMJD6,2.23099405841165,0.0256815225874233,0.586024181140056
Core_CAF_interaction_positive_top200,Core_CAF_interaction,193,HMGA2,2.22960041765085,0.0257739821084506,0.586024181140056
Core_CAF_interaction_positive_top200,Core_CAF_interaction,194,KPNA3,2.22924665787956,0.025797497662656,0.586024181140056
Core_CAF_interaction_positive_top200,Core_CAF_interaction,195,TCTN3,2.22830665216845,0.0258600730517493,0.586024181140056
Core_CAF_interaction_positive_top200,Core_CAF_interaction,196,VPS26A,2.22758923103278,0.0259079194452093,0.586024181140056
Core_CAF_interaction_positive_top200,Core_CAF_interaction,197,P4HB,2.22636271412444,0.0259898958577353,0.586024181140056
Core_CAF_interaction_positive_top200,Core_CAF_interaction,198,FBXL6,2.22427908933873,0.0261296726970364,0.586024181140056
Core_CAF_interaction_positive_top200,Core_CAF_interaction,199,AVPI1,2.21894342442861,0.0264905737448937,0.590906852183395
Core_CAF_interaction_positive_top200,Core_CAF_interaction,200,TM6SF2,2.21577387388049,0.0267069925994023,0.59359527536912
